t_H,dBz
1.138077932409942150e-03,-5.584644213740830310e-07
1.147437258623540401e-03,-5.488126930686121341e-07
1.156835001893341541e-03,-5.392074626797693782e-07
1.166271162219345570e-03,-5.295458436194167007e-07
1.175745623186230659e-03,-5.199727866056491621e-07
1.185258501209318638e-03,-5.106573439661588054e-07
1.194809796288609505e-03,-5.016165687266038731e-07
1.204399508424103260e-03,-4.928090220346348360e-07
1.214027637615799904e-03,-4.842370344704249874e-07
1.223694183863699436e-03,-4.758579166264098603e-07
1.233399147167801857e-03,-4.675220850458572386e-07
1.243142527528107166e-03,-4.591198887737846235e-07
1.252924324944615364e-03,-4.507510027451644419e-07
1.262744539417326450e-03,-4.426582904670794960e-07
1.272603170946240425e-03,-4.349841162820666796e-07
1.282500219531357288e-03,-4.276232630218146369e-07
1.292435685172677040e-03,-4.203375283395871520e-07
1.302409451454877853e-03,-4.129468038627237547e-07
1.312421634793281555e-03,-4.054579676449066028e-07
1.322472235187888145e-03,-3.980834435424185358e-07
1.332561252638697624e-03,-3.910507473392499378e-07
1.342688687145709991e-03,-3.844252489670907380e-07
1.352854538708925247e-03,-3.780002373332536081e-07
1.363058807328343391e-03,-3.714891363415517844e-07
1.373301493003964424e-03,-3.648034407888189889e-07
1.383582595735788345e-03,-3.581633905014314223e-07
1.393902115523815155e-03,-3.518487119436031207e-07
1.404260052368044853e-03,-3.459346942236152245e-07
1.414656406268477440e-03,-3.401993922125257086e-07
1.425091177225112915e-03,-3.343852199577668216e-07
1.435564365237951279e-03,-3.284150693616538774e-07
1.446075970306992531e-03,-3.224712088467640569e-07
1.456625992432236671e-03,-3.167862701047852170e-07
1.467214431613683701e-03,-3.114390381142584374e-07
1.477841287851333618e-03,-3.062913549456425244e-07
1.488506561145186424e-03,-3.011187459378561471e-07
1.499210251495242119e-03,-2.958353206850006245e-07
1.509952358901500702e-03,-2.905680958065204322e-07
1.520732883363962173e-03,-2.854963838672119891e-07
1.531551824882626534e-03,-2.806646364206244471e-07
1.542409183457493782e-03,-2.759702795174234780e-07
1.553304959088563919e-03,-2.712923787839827128e-07
1.564239151775836945e-03,-2.666072873580560554e-07
1.575211761519312859e-03,-2.619790109292807756e-07
1.586222788318991661e-03,-2.574774953245650977e-07
1.597272232174873352e-03,-2.531134839500737144e-07
1.608360093086957932e-03,-2.488534391886787489e-07
1.619486371055245399e-03,-2.446487314955447800e-07
1.630651066079735756e-03,-2.404946144451969303e-07
1.641854178160429001e-03,-2.363902922297711484e-07
1.653095707297325134e-03,-2.323491514744091546e-07
1.664375653490424156e-03,-2.283848914430564037e-07
1.675694016739726067e-03,-2.245304671077974490e-07
1.687050797045230865e-03,-2.208010556614681263e-07
1.698445994406938553e-03,-2.171410216078584199e-07
1.709879608824849129e-03,-2.134771079909114633e-07
1.721351640298962593e-03,-2.098258846672251821e-07
1.732862088829278946e-03,-2.062781447875750018e-07
1.744410954415798187e-03,-2.028628500738705043e-07
1.755998237058520317e-03,-1.994966112306428840e-07
1.767623936757445335e-03,-1.961200268851825967e-07
1.779288053512573242e-03,-1.928007691276434343e-07
1.790990587323904037e-03,-1.896234493869997095e-07
1.802731538191437721e-03,-1.865352885488391621e-07
1.814510906115174294e-03,-1.834220881846704287e-07
1.826328691095113754e-03,-1.803016971280158032e-07
1.838184893131256104e-03,-1.772901185859154793e-07
1.850079512223601341e-03,-1.744280098137096502e-07
1.862012548372149467e-03,-1.716004476293164771e-07
1.873984001576900482e-03,-1.687265012151328847e-07
1.885993871837854385e-03,-1.658721089370374102e-07
1.898042275570333004e-03,-1.631464954243710963e-07
1.910129096359014511e-03,-1.605361035217356402e-07
1.922254334203898907e-03,-1.579399508955248166e-07
1.934417989104986191e-03,-1.553164565848419443e-07
1.946620061062276363e-03,-1.527219239960686537e-07
1.958860550075769424e-03,-1.502145607901184121e-07
1.971139339730143547e-03,-1.477956175222061574e-07
1.983456546440720558e-03,-1.454244795695558423e-07
1.995812403038144112e-03,-1.430713325589749729e-07
2.008206676691770554e-03,-1.407245804330159444e-07
2.020639367401599884e-03,-1.384000825055409223e-07
2.033110475167632103e-03,-1.361346733119717101e-07
2.045619999989867210e-03,-1.339492712304490851e-07
2.058167941868305206e-03,-1.318383198167794035e-07
2.070754300802946091e-03,-1.297518252840745845e-07
2.083379076793789864e-03,-1.276600585242704256e-07
2.096042269840836525e-03,-1.255634742847178131e-07
2.108743879944086075e-03,-1.235051314552038093e-07
2.121483907103538513e-03,-1.215214240346540464e-07
2.134262351319193840e-03,-1.196113856849478907e-07
2.147079212591052055e-03,-1.177443920141740819e-07
2.159934490919113159e-03,-1.158824787239609577e-07
2.172828186303377151e-03,-1.140232441798616492e-07
2.185760298743844032e-03,-1.121738932852167636e-07
2.198730828240513802e-03,-1.103668338942043192e-07
2.211739774793386459e-03,-1.086227285895802197e-07
2.224787138402462006e-03,-1.069433395173291501e-07
2.237872919067740440e-03,-1.052937719236979319e-07
2.250997116789221764e-03,-1.036409571497642901e-07
2.264159731566905975e-03,-1.019786708411629661e-07
2.277360763400793076e-03,-1.003435272650676779e-07
2.290600212290883064e-03,-9.875633111278148135e-08
2.303878311067819595e-03,-9.721106408733248827e-08
2.317194826900959015e-03,-9.570383951995609095e-08
2.330549759790301323e-03,-9.423192182111961301e-08
2.343943109735846519e-03,-9.278784318667021580e-08
2.357374876737594604e-03,-9.133967182606284041e-08
2.370845060795545578e-03,-8.988318711544707185e-08
2.384353661909699440e-03,-8.845609045238234103e-08
2.397900680080056190e-03,-8.709523058314516675e-08
2.411486115306615829e-03,-8.578895460686908336e-08
2.425109967589378357e-03,-8.448622423884444288e-08
2.438772236928343773e-03,-8.317596211782074533e-08
2.452472923323512077e-03,-8.187612365873064846e-08
2.466212026774883270e-03,-8.060838752044219291e-08
2.479989547282457352e-03,-7.937160972915080492e-08
2.493805484846234322e-03,-7.816304048446909292e-08
2.507659839466214180e-03,-7.698571380387875251e-08
2.521552611142396927e-03,-7.582421091001378954e-08
2.535483799874782562e-03,-7.465801843409280991e-08
2.549453638494014740e-03,-7.348671005047435756e-08
2.563461894169449806e-03,-7.234992693838648847e-08
2.577508566901087761e-03,-7.127330547973542707e-08
2.591593656688928604e-03,-7.023605519407283282e-08
2.605717163532972336e-03,-6.919169948105263757e-08
2.619879087433218956e-03,-6.812475561446262873e-08
2.634079428389668465e-03,-6.706545008228204097e-08
2.648318186402320862e-03,-6.604760471873305505e-08
2.662595361471176147e-03,-6.507421801416057860e-08
2.676910953596234322e-03,-6.412301445379853249e-08
2.691264962777495384e-03,-6.317377199138718424e-08
2.705657389014959335e-03,-6.221821990948228631e-08
2.720088232308626175e-03,-6.126298757180848042e-08
2.734557492658495903e-03,-6.033751276390830753e-08
2.749065170064568520e-03,-5.945708636545532499e-08
2.763611497357487679e-03,-5.860938045998409507e-08
2.778196241706609726e-03,-5.775321554324364115e-08
2.792819403111934662e-03,-5.687142135002432042e-08
2.807480981573462486e-03,-5.599478924978029681e-08
2.822180977091193199e-03,-5.516678669437169447e-08
2.836919389665126801e-03,-5.438628036813497602e-08
2.851696219295263290e-03,-5.361671640002896311e-08
2.866511465981602669e-03,-5.282661419414580450e-08
2.881365129724144936e-03,-5.202602437748282682e-08
2.896257210522890091e-03,-5.124535107370320475e-08
2.911187708377838135e-03,-5.050462803524169431e-08
2.926156623288989067e-03,-4.978977230507553031e-08
